epoch,train_loss,species_loss,disease_loss,val_species_acc,val_species_f1,val_disease_acc,val_disease_f1,sigma_species,sigma_disease
1,-0.2959546376659103,0.16886781482265273,0.3794277288318293,0.9956976029502151,0.9941511520874289,0.9606637984019668,0.9590714575252555,0.6882715821266174,0.7438463568687439
2,-0.42126046661727845,0.1547983116704783,0.32752937436838925,0.9950829748002459,0.9936174182581315,0.9615857406269207,0.9606078860851,0.6876060366630554,0.7432162761688232
3,-0.4352039282209214,0.15157275181359403,0.3247043983388658,0.9956976029502151,0.9943304684169489,0.9634296250768285,0.9616055781733648,0.6869393587112427,0.7425808906555176
4,-0.46731113367556054,0.1499636082815242,0.31001692357925814,0.9950829748002459,0.9938040346912999,0.9625076828518746,0.9611523694830466,0.6862757802009583,0.7419148683547974
5,-0.47965646604839846,0.14833914066635204,0.30628536385842975,0.9953902888752305,0.9938805219716472,0.9615857406269207,0.9601275426309696,0.6856104135513306,0.7412405610084534
6,-0.4780710043054445,0.15039770743155895,0.30591102004173726,0.9950829748002459,0.9936174182581315,0.964658881376767,0.9634961126247881,0.6849556565284729,0.7405787706375122
7,-0.49487371937221514,0.14721940189048663,0.30156703397463186,0.994161032575292,0.9926403319804455,0.96220036877689,0.9618807703226651,0.6842988133430481,0.7399094104766846
8,-0.5108295588735932,0.14594048711127636,0.29550887825003874,0.9947756607252612,0.9935406307297838,0.9618930547019053,0.9615288621984907,0.6836374998092651,0.7392231225967407
